Review,product_category,score,score_category
리뷰 더보기 접기 평점 5 17  . 신고 주거형태거주인원 2인신혼 부부 세탁기도 좋고 배송기사분도 친절해요 잘쓰겠습니다! 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 안전하고 빠른 배송을 위해 최선을 다하겠습니다. 그랑데 통버블 세탁기와 함께 항상 건강한 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 깔끔하고 작동 잘 되고 기능도 만족스럽습니다!! 기사님도 너무 친절하셔요 이미지 펼쳐보기 1,세탁기,5.0,좋음
리뷰 더보기 접기 평점 4  . 신고 주거형태거주인원 4인대가족 디자인이 깔끔하고 사용하기 편리한데 2등급이네요 이미지 펼쳐보기 1,세탁기,4.0,좋음
"판매자  . 신고 안녕하세요? 고객님. 입니다. 에너지 소비효율이 2등급이나 소비 전력은 10 , 14 과 동일한 500 라 용량 대비 매우 효율적인 제품이라 볼 수 있습니다. 그랑데 통버블 세탁기와 함께 항상 건강한 생활 되시길 바랍니다. 감사합니다.",세탁기,,나쁨
리뷰 더보기 접기 평점 5 5  . 신고 주거형태거주인원 2인신혼 부부 아주맘에들어요 생각보다 사이즈도크고 잘쓰고있어요 이미지 펼쳐보기 1,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 5인대가족 상품 배송 모두 좋아요. 기시님들 친절하시고 만족합니다. 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 만족하신다니 저 역시 기쁜 마음입니다. 그랑데 통버블 세탁기와 함께 항상 즐거운 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 배송 빠르고 친절함 세탁기 성능도 좋음 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 안전하고 친절한 배송을 위해 최선을 다하겠습니다. 그랑데 통버블 세탁기와 함께 항상 건강한 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 2인대가족 배송 시간정확하게 빠르게옵니다. 설치 아주 친전하고 빠르게 해줍니다. 삼성세탁기 전에쓰던거보다 조작도 간단하고 편리하고 좋습니다. 사진 비디오 수 3 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 그랑데 통버블 세탁기와 함께 항상 행복한 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 아주 깔끔하고 배송시스템도 좋습니다!! 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 안전하고 빠른 배송을 위해 최선을 다하겠습니다. 그랑데 통버블 세탁기와 함께 항상 행복한 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 배송에 설치까지 빨라서 너무 좋아요! 1인 가구에 사용하기 좋은 사이즈 입니다! 사진 비디오 수 2 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 안전하고 빠른 배송을 위해 최선을 다하겠습니다. 그랑데 통버블 세탁기와 함께 언제나 즐거운 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 4인취학자녀 가정 친절하고 꼼꼼히 설치해주시고 설명도 아주 상세히 친절히 설명해주셨네요 너무 만족합니다 잘쓰겠습니다 번창하세요 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 제품에 만족하시는 것 같아 저 역시 기쁜 마음입니다. 그랑데 세탁기와 함께 항상 건강한 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 3인대가족 한달사용가격 착하고 배송 젛고 설치 좋고 안살 이유가 없음 이미지 펼쳐보기 1,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 시골에 보내드렸는데 좋다고 하시네요 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 그랑데 통버블 세탁기와 함께 항상 행복한 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 빠른배송 친절한설치 아주 만족합니다. 이미지 펼쳐보기 1,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5 0  . 신고 아주 빠르게 배송해주셨어요 설치도 완벽하게 감사합니다 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 안전하고 빠른 배송을 위해 최선을 다하겠습니다. 그랑데 통버블 세탁기와 함께 언제나 즐거운 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 2인신혼 부부 16키로인데도 적지않아좋아 이불빨래도 할수있어좋아요 이미지 펼쳐보기 1,세탁기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 세탁기 버튼이 보통 앞에있는데 이건 뒤에 있어요 이점이 나름 신선하고 어떤면에서는 더 좋은것같아요 이미지 펼쳐보기 1,세탁기,5.0,좋음
판매자  . 신고 안녕하세요? 고객님. 입니다. 버튼이 뒤쪽에 있으면 앞에 빨랫감을 걸칠 수 있어서 편하다고 합니다. 그랑데 통버블 세탁기와 함께 항상 건강한 생활 되시길 바랍니다. 감사합니다.,세탁기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 건조성능보통이에요 친정엄마께 해드렸어요 좋아하는 모습 보니 진즉에 해드리지 못해 죄송하네요 감사합니다 동영상컨텐츠 이미지 펼쳐보기 0,건조기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 2인신혼 부부건조성능좋아요 한참을 망설이다 구매했는데 아들이 삶의 질이 달라진다고 하네요. 겨울이불, 다운 건조가 너무 힘들어 새해에 그러 수고로움을 덜고자 구입했습니다. 먼지털기 기능이 있어 더욱 좋아요. 잘 쓰겠습니다 이미지 펼쳐보기 0",건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 4인건조성능좋아요 생각보다 크기가 있어요..이젠 날씨에 관계없이 아무때나 세탁후 건조기로..처음 사용해보는 건조기인데..고장없이 잘 사용할수 있으면 좋겠읍니다. 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 4인취학자녀 가정건조성능좋아요 건조기가 생각보다 커서 문을 뗴어야하는 상황이었는데 기사님들께서 직접 다 해주셨네요 설치 기사님들 굉장히 친절하시고 잘 설치해주셔서 좋았습니다! 이때까지 건조기 없이 살았었는데 한 번 써보니까 편하고 좋았습니다 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5 0  . 신고 건조성능좋아요 수건 건조 짱입니다 먼지도안나고 내가 원하는대로 사용할수있어 너무 종네요 설치기사님도 친절하시고 좋은 제품 잘 쓰겠습니다 사진 비디오 수 3 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 3인대가족건조성능좋아요 정말 오래 기다려서 설치 했네요 아직 건조는 안해봤는데 잘 되겠죠 주위에서 건조기 꼭사라고 해서 구먀했는데 생각보다 많이 크네요 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 3인건조성능좋아요 친절하신 기사님덕에 안전하게 설치했어요. 지금 세탁을 하고 있는데... 건조가 기대되네요. 작은 사이즈를 이용하다가 고장나서 구매했는데 제품이 모니터에서 보던것보다 더 좋아보이네요. 건조도 잘 되겠지요? 사진 비디오 수 3 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5 1  . 신고 주거형태거주인원 1인싱글건조성능좋아요 싱글이라 필요성을 못느끼고 살아온 사람이지만 생일선물로 권유받아 구매했지만 기대이상입니다! 두명이상 가족 구성인 분들은 꼭 사세요 시간과 공간의 자유를 느끼실거에요! 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5 125  . 신고 주거형태거주인원 2인신혼 부부건조성능좋아요 배송시간을 저한테 맞춰 주셔서 감사요 건조기 있으면 신세계라는데 이제 알꺼 같네요 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5 7  . 신고 건조성능좋아요 한달사용엄마가 넘 좋아하세요 근데 설치기사분들이 기본적인 사용법도 않알려 주셨다해서 좀 아쉽습니다 이미지 펼쳐보기 0,건조기,5.0,좋음
이 구매자의 처음 리뷰보기,건조기,,나쁨
리뷰 더보기 접기 평점 4  . 신고 건조성능좋아요 12월21일 구입하고 1월4일 설치완료입니다. 친절하게 설치해주고 가셨고 사용설명선 따로 없어요. 다운받아서 보는거 같아요 이미지 펼쳐보기 0,건조기,4.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 4인취학자녀 가정건조성능좋아요 건조 잘되고 이쁘고 좋습니다 이제야 건조에 발을 들여놓있네요.. 잘쓰겠습니다 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 건조성능좋아요 삼성전자라 믿고 구매했어요 설치도 깔끔하게 잘해주시고 설명도 잘해줘서 좋았어요 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 건조성능좋아요 재구매건조기능이 좋고 빠른 건조가 되어 좋습니다... 기사분이 설치후 안내가 친절하여 편하게 사용하고 있습니다... 건조 기능의 종류가 많아 상황에 따라 건조할수있고 패딩도 넣고 20분 돌려주면 입고 나갈때 따뜻하여 좋습니다... 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 3인건조성능좋아요 일단 가성비가 조아요 몇번 사용해보니 뽀송뽀송하게 말리고 넓어서 그런지 빨레에 주름도 없이 아주 잘되요 적극 추천합니다 배송기사도 친절하세요 더보기 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 3인취학자녀 가정건조성능좋아요 가격 대비 성능이 우수하고 청소하기 쉬운구조로 좋아요 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 2인신혼 부부건조성능좋아요 건조기 사면 삶의 질이 올라간다고 해서 사봤음 확실히 삶의 질이 올라감 도착한 그 주 주말에 겨울 이불 싹다 돌려 말림 뽀송뽀송하니 너무 좋고 빨래도 수건도 싹다 돌려서 말림 다 뽀송하다... 너무 좋다.. 패딩도 돌리니 빵실하게 살아나고.. 문명의 이기는 누려야한다... 하지만 전기세가 약간 걱정된다... 더보기 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 건조성능좋아요 한달사용재구매디자인 너무 잘 빠져서 볼때마다 만족스러워요 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 1인싱글건조성능좋아요 혼자사는 1인이라 건조기 고를때 고민 엄청했는데 킬로수는 커야 이불 털기 말리기도 좋을거같아 킬로수 큰걸로 구매했네요 건조기 엘지 삼성 고민많았는데 삼성세탁기 만족중이라 건조기도 믿고 구매했고 설치기사님 너무너무 친절하셔서 또 한번 더 감동받았네요 사용하기도 편하고 소음도 그냥 적당한거같아요 앞으로도 잔고장없이 오래 오래 사용 할 수 있으면 좋겠네요 지금맘으로선 대 추천합니다 사진 비디오 수 2 이미지 펼쳐보기 0,건조기,5.0,좋음
리뷰 더보기 접기 평점 5  . 신고 주거형태거주인원 4인영유아 가정건조성능좋아요 정말만족합니다. 기존7 쓰다가 사이즈업하니 속이시원하네요 키트구입후설치하니 세탁기랑 세트같고 너무이쁘네요. 기사님도 친절하시고 좋습니다 이미지 펼쳐보기 0,건조기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 옵션선택 120매 샤인60매 엑스트라60매 웰스로에서 세탁세제 접하고 쓰던건조기시트 떨어져 여기서 구매했어요 엑스트라 후기가 좋던데 일단궁금해서 샤인이랑 엑스트라 구매했고 낱개포장아닌거는 알고있었고 어차피 세탁실 수납바구니안에 넣어놓을거라,,향이 엑스트라 굉장히 진하네요 첨뜯었을때 좋다 라는거보다 향이진해 건조기사용해보면 오래갈거같고 하고난후 또 향이 틀려지니 궁금..샤인이 처음 맡았을때 은은하니 더 좋은거같긴한데 써보고 부스터도 조만간 같은계열로 구매하려구여 사진 비디오 수 3 이미지 펼쳐보기 0",건조기,5.0,좋음
"판매자  . 신고 안녕하세요 고객님 고객님의 세탁시간을 향기로 채워드리고 싶은 웰스로만센트라린입니다 우선 저희 제품을 구매해 주심에 가장 큰 감사를 드립니다 고객님께서 주신 소중한 의견을 바탕으로, 좋은 점은 더욱 발전시키고, 부족한 점은 빠르게 개선하여 고객님께 만족만 드릴 수 있는 웰스로만센트라린이 되겠습니다 본격적인 영하의 온도가 계속되고 있습니다, 추운 날씨 속에서도 마음만은 따뜻한 하루 보내시고 더욱 따뜻한 날들 보내셨으면 좋겠습니다 구매해주셔서 감사합니다 더보기",건조기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 옵션선택 120매 엑스트라60매 엑스트라60매 몇번 더 사용 후 후기 수정! 내돈내산 원채 향 찐한걸 좋아해서 찐하고 향 좋다는 것만 찾아 쓰는 새댁 입니다 처음 배송 왔을때 뜯지도 않은 박스 밖으로 좋은 향이 엄청나서 기대 했는데 뜯어보니 시트가 코스트코 시트처럼 얇더군요 향이 진하길래 3장 정도만 넣고 돌렸는데..생각 보다 안찐해서 실망하고 후기 작성 했습니다 그 뒤로 5장 이상 넣고 돌리니 옷에서 향 뿜뿜하네요! 그래서 다시 수정합니다 많이 넣어야 해서 금방 쓸듯 하지만 그래도 향 좋고 저렴해서 만족 원래 쓰던건 한장만 넣어도 향이 진동 했지만 너무 비싸서 자주 빨래하기 부담이었거든요 다른 향도 써보고싶네요!!! 그냥 시트 냄새를 맡으면 너무 좋은데 건조하면 딱히 시트를 3 4장씩 넣어도 잘 모르겠어요 왜 다들 극찬하는지 제가 원래 쓰던게 너무 진해서 일까요..? 재구매는 안할듯요 더보기 이미지 펼쳐보기 0,건조기,5.0,좋음
판매자  . 신고 안녕하세요 고객님 고객님의 세탁시간을 향기로 즐겁게 해드리고 싶은 웰스로만센트라린입니다 저희 제품을 구매해 주시고 시간을 내어 소중한 의견과 리뷰를 남겨주심에 감사인사 드립니다 고객님께서 주신 귀중한 의견을 바탕으로 제품부터 배송까지 만족과 감동을 전달드릴수 있게 최선을 다하는 웰스로만센트라린이 되겠습니다 앞으로도 저희 제품에 많은 사랑을 부탁드립니다 꾸벅 본격적인 겨울 날씨가 시작 된다고 합니다. 춥지만 마음은 따뜻한 하루 되시길 바랍니다 감사합니다 꾸벅꾸벅 더보기,건조기,,나쁨
"리뷰 더보기 접기 평점 5  . 신고 옵션선택 120매 엑스트라60매 엑스트라60매 이번에 건조기 구매하고 건조기 시트가 꿈꿈한 냄새도 없애주고 정전기 방지에도 좋다고 해서 폭풍 검색하여 가격은 조금 비싸지만 아로폼 건조기 섬유유연시트를 선택했습니다. 와 배송도 빨랐는데 택배박스를 여는 순간 고급진 향이 퍼지는데 너무 좋네요. 건조되는 과정, 건조가 다 되고나도 이 향기는 중독 수준이에요 주변에 적극 추천할 수 있을꺼 같아요 처음으로 구매했지만 아로폼으로 정착할꺼 같아요 망설이지 마시고 속는셈 치고 한번 써보시길 추천합니다!! 더보기 사진 비디오 수 3 이미지 펼쳐보기 0",건조기,5.0,좋음
판매자  . 신고 안녕하세요 고객님 고객님의 세탁시간을 향기로 즐겁게 해드리고 싶은 웰스로만센트라린입니다 저희 제품을 구매해 주시고 시간을 내어 소중한 의견과 리뷰를 남겨주심에 감사인사 드립니다 고객님께서 주신 귀중한 의견을 바탕으로 제품부터 배송까지 만족과 감동을 전달드릴수 있게 최선을 다하는 웰스로만센트라린이 되겠습니다 앞으로도 저희 제품에 많은 사랑을 부탁드립니다 꾸벅 이번주는 계속해서 추운 날씨가 예상된다고 합니다 춥지만 따뜻한 마음의 새해를 보내시기 바랍니다 감사합니다 더보기,건조기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 옵션선택 180매 엑스트라 60매 3개 어머니가 건조기 시트가 다 떨어졌다고 주문해달라는 말에 찾게된 보물같은 시트지. 반신반의로 주문했는데 이게 왠걸 달콤상큼한 향이 박스를 뚫고 뿜뿜중이더라구요. 호불호 없이 누구나 좋아할만한 향이고 지속력 장난아닙니다. 그냥 시트지 1장 각 방마다 디퓨져 대신해서 걸어놔도 좋을듯해요. 유통기한도 낭낭하고 너무너무 만족스럽습니다 사진 비디오 수 4 이미지 펼쳐보기 0,건조기,5.0,좋음
"판매자  . 신고 안녕하세요 고객님 고객님의 세탁시간을 향기로 즐겁게 해드리고 싶은 웰스로만센트라린입니다 저희 제품에 대해 시간을 내어 소중한 의견과 리뷰를 남겨주셔서 감사합니다 고객님께서 남겨주신 소중한 의견을 생각하며 좋은 점은 더욱 발전시키고, 부족한 점은 빠르게 개선하여 앞으로도 더욱 성장하여 고객님께 만족을 드릴 수 있는 웰스로만센트라린 이 되겠습니다. 앞으로도 많은 관심 부탁드립니다 추운 겨울 마음 따뜻해지는 1월 보내셨으면 좋겠습니다 감사합니다 더보기",건조기,,나쁨
"리뷰 더보기 접기 평점 5  . 신고 옵션선택 180매 해피니스60 스윗러브60 라벤더60 재구매하.. 무슨말이 더 필요할까요... 건조기 구매 한 이후로 정말 여러 회사의 건조기시트 구매해서 많이 사용해봤는데 아로퓸 건조기시트 따라 올 제품 없고, 따라올 회사 없습니다 ... 포장도 불필요한 비닐개별 포장 안되어있어서 좋고, 쓰레기 줄여서 좋고요 개별포장 되어있지 않아도 향이 날라가거나 말라서 사용하지 못하게 되는 현상이 없습니다! 향기 지속시간이 제일 길어요!!! 제일 좋은 이유 중 첫번째인것같습니다 아이들 옷이나 어른 옷에 향이 은은하게 계속 퍼지니 다들 어디꺼 쓰냐고 많이들 물어보는 바람에 나만 쓰고싶었던 제품 여기저기 사서 한 상자씩 돌리기도 했었네요 앞으로도 쭉 개별포장 하지않고 상자에서 하나씩 뽑아 쓸 수 있도록 부탁드리며, 좋은제품 계속계속 오래 판매해주세요 더보기 사진 비디오 수 2 이미지 펼쳐보기 0",건조기,5.0,좋음
"판매자  . 신고 안녕하세요 고객님 고객님의 세탁시간을 향기로 채워드리고 싶은 웰스로만센트라린입니다 먼저 저희 제품에 대한 의견과 소중한 리뷰에 감사인사드립니다 고객님께서 제공해주신 소중한 의견을 바탕으로, 긍정적인 부분은 유지하되, 부정적인 부분은 보완하기 위해 노력하여 더 나은 서비스와 가치를 제공하는 웰스로만센트라린 이 되겠습니다. 겨울바람이 점점 더 차가워 지는 것 같은 추운 날씨 속에서도 마음만은 따뜻한 하루 보내시고 더욱 따뜻한 날들 보내셨으면 좋겠습니다 구매해주셔서 감사합니다 더보기",건조기,,나쁨
리뷰 더보기 접기 평점 5 4  . 신고 옵션선택 180매 엑스트라 60매 3개 한달사용제가 이 회사에서 판매하는 건조기 시트와 향기부스터 종류별로 다 써봤는데 정말 이게 최고입니다 향도 고급스럽고 엄청 좋아요 뭔가 은은하게 퍼지는데 옷에서 나도 수건에서 나도 되게 기분 좋고 포근한 향이에요 일부 향기부스터는 세탁하고 일부 알갱이가 안녹거나 잔여물 남는경우가 있는데 이건 전혀 그런거 없어요 그리고 향이 좋아서 세탁완료하고 문열면 좋은향과 더불어 세탁기에서도 냄새가 안나서 좋더라구요 그리고 건조기 시트도 같은 라인으로해서 돌리면 진짜 최고에요!!! 세탁 자주돌리다보면 금방금방 쓰니 여러개 좋은 가격에 묶음으로 해서 미리미리 대용량으로 구매하시는거 추천드릴게요 더보기 이미지 펼쳐보기 0,건조기,5.0,좋음
"판매자  . 신고 안녕하세요 고객님 웰스로만센트라린입니다 우선, 한 달 동안 저희 제품을 사용하시고 소중한 리뷰를 남겨주셔서 진심으로 감사드리며 고객님의 의견은 저희에게 큰 동기부여가 됩니다 꾸벅 100 긍정적인 부분은 더욱 강화하고, 개선이 필요한 부분은 신속히 반영하여 더욱 발전하는 제품과 서비스를 제공할 수 있도록 노력하겠으며, 고객님의 의견을 귀 기울여 듣고, 앞으로도 계속 개선해 나가는 웰스로만센트라린 이 되겠습니다. 감사합니다 찬바람 부는 날씨, 옷 따뜻하게 챙겨 입으시고 올 겨울 건강하고 행복하게 보내세요! 더보기",건조기,,나쁨
"리뷰 더보기 접기 평점 5  . 신고 옵션선택 180매 샤인60 엑스트라60 벨플라워60 재구매하.. 무슨말이 더 필요할까요... 건조기 구매 한 이후로 정말 여러 회사의 건조기시트 구매해서 많이 사용해봤는데 아로퓸 건조기시트 따라 올 제품 없고, 따라올 회사 없습니다 ... 포장도 불필요한 비닐개별 포장 안되어있어서 좋고, 쓰레기 줄여서 좋고요 개별포장 되어있지 않아도 향이 날라가거나 말라서 사용하지 못하게 되는 현상이 없습니다! 향기 지속시간이 제일 길어요!!! 제일 좋은 이유 중 첫번째인것같습니다 아이들 옷이나 어른 옷에 향이 은은하게 계속 퍼지니 다들 어디꺼 쓰냐고 많이들 물어보는 바람에 나만 쓰고싶었던 제품 여기저기 사서 하나씩 돌리기도 했었네요 앞으로도 쭉 개별포장 하지않고 상자에서 하나씩 뽑아 쓸 수 있도록 부탁드리며, 좋은제품 계속계속 오래 판매해주세요 더보기 이미지 펼쳐보기 0",건조기,5.0,좋음
"리뷰 더보기 접기 평점 5  . 신고 옵션선택 엑스트라60매 엑스트라60매 세제90 스토어 몇 주에 아로퓸 3통 구입하고 좋은 가격에 여러 제품들을 같이 구매했어요. 사은품도 누락된 것 하나 없이 모두 잘 왔고요. 카포드, 향기 부스터, 세탁망, 귀여운 가방까지 색도 다르게 2가지 색상으로 챙겨주심 배송도 주문한지 1일만에 왔는데 지방 광역시 현관에서 커다란 상자를 보곤 열어보니 위아래로 뽁뽁이로 잘 감싸져있어서 사진 속의 물건들이 흐트러짐 하나 없이 오와 열을 맞춰 잘 정돈되어있었어요. 아로퓸 구매하면서 느낀 점들인데, 유아안전캡이 있고, 향기 지속력이 좋아요. 건조기 사용을 해도 항이 오래가요 향도 너무 좋아서 이때까지 살림하면서 쓴 많은 세탁세제 향기 중에 원탑입니다. 다른 건 생각이 안날 정도네요. 약 2주 전에 아로퓸 42개 3통 사고, 핫딜가격일 때 쟁여놓지 않으면 후회할거야!! 하며 3인가족 5세아이 포함 사진 구성처럼 구매했어요 오래오래 잘 쓰겠습니다. 더보기 사진 비디오 수 4 이미지 펼쳐보기 2",건조기,5.0,좋음
"판매자  . 신고 안녕하세요, 웰스로만센트라린입니다 고객님의 솔직하고 정성스런 리뷰는 더 많은 소비자들에게 저희 상품의 특징과 장점을 전달하는 데 큰 도움이 되어, 베스트 리뷰로 선정되었습니다! 감사의 마음을 담아 10000원포인트를 보내드립니다. 좋은 하루 보내세요!",건조기,,나쁨
리뷰 더보기 접기 평점 5 0  . 신고 옵션선택 180매 샤인60 엑스트라60 벨플라워60 스토어 와 진짜 냄새 개찐해요. 제가 향 나는 걸 좋아해서 섬유유연제도 진한 걸로만 골라 쓰는데 와우! 얘는 진짜 진해요. 전반적으로 모든 향은 전형적인 비누향입니다. 호텔향? 어디선가 맡아본 기분 좋은 향이에요. 샤인은 깨끗하게 샤워를 한 깔끔하고 잘생긴 흑인 남자에게서 나는 냄새입니다. 미국냄새? 엑스트라는 호불호가 더 적은 향이에요. 깔끔하고 고급스러운 꽃향기가 납니다. 벨플라워는 고상하고 우아한 향이 납니다. 잘 차려입은 우아한 여인에게 나는 냄새요. 좀 더 일반 향수에 가까운 느낌입니다. 가격이 저렴한 만큼 낱개 포장은 아니고 뭉텅이로 오기 때문에 저는 지퍼백으로 보관을 합니다. 향이 얼마나 진하냐면 지퍼백에 잠궈 놓았는데도 드레스룸에 풍풍 풍깁니다. 드레스룸에 유명 디퓨저를 놓았었는데 그것보다 훨씬 진해요. 드라이시트 때문에 드레스룸이 고급진 편집샵 같아졌어요. 건조기 시트로 쓰는 것도 좋지만 방마다 하나씩 두면 디퓨저가 따로 없네요. 젤! 중요한 스타일러에 들어갔을 때!! 오 향 진해요. 전 2 3번 정도 쓰고 교체합니다. 특히 니트에 포근하게 향이 잘 배네요. 아로퓸 시트가 다른 제품보다 가격도 저렴하니 디퓨저 구입한다 치고 구입하셔도 전혀 돈 아깝지가 않으실 것 같아요. 더보기 사진 비디오 수 4 이미지 펼쳐보기 0,건조기,5.0,좋음
"판매자  . 신고 안녕하세요, 웰스로만센트라린입니다 고객님의 솔직하고 정성스런 리뷰는 더 많은 소비자들에게 저희 상품의 특징과 장점을 전달하는 데 큰 도움이 되어, 베스트 리뷰로 선정되었습니다! 감사의 마음을 담아 10000원포인트를 보내드립니다. 좋은 하루 보내세요!",건조기,,나쁨
리뷰 더보기 접기 평점 5  . 신고 옵션선택 120매 샤인60매 엑스트라60매 향이 진한건 좋아하시는분 진짜 강추입니다 택배박스에서까지 향기가 나더라구요 건조기사용하면 향이 다 날라가던데 아로퓸은 잔향이 오래남아요 사진 비디오 수 3 이미지 펼쳐보기 0,건조기,5.0,좋음
판매자  . 신고 안녕하세요 고객님 고객님의 세탁시간을 향기로 즐겁게 해드리고 싶은 웰스로만센트라린입니다 저희 제품을 구매해 주시고 시간을 내어 소중한 의견과 리뷰를 남겨주심에 감사인사 드립니다 고객님께서 주신 귀중한 의견을 바탕으로 제품부터 배송까지 만족과 감동을 전달드릴수 있게 최선을 다하는 웰스로만센트라린이 되겠습니다 앞으로도 저희 제품에 많은 사랑을 부탁드립니다 꾸벅 본격적인 겨울 날씨가 시작 된다고 합니다. 춥지만 마음은 따뜻한 하루 되시길 바랍니다 감사합니다 꾸벅꾸벅 더보기,건조기,,나쁨
리뷰 더보기 접기 평점 4 1  . 신고 옵션선택 120매 엑스트라60매 해피니스60매 향 자체는 두가지다 너무 좋아요 근데 시트지가 얇아서 인지 3장씩 넣는데도 건조기에 돌리고나면 향이 너무 약하달까?일단 타 브랜드에비해 저렴해서 다음엔 5장씩 넣고 돌려볼려구요 그리고 한장씩 포장하면 단가가 높아지는건 알겠는데 물티슈처럼 쓰고 테잎봉하고 뚜겅닫게라도 해주면 좋겠어요 지퍼백없으면 불안불안해요 향날라갈까봐 이미지 펼쳐보기 0,건조기,4.0,좋음
리뷰 더보기 접기 평점 5  . 신고 옵션선택 180매 엑스트라 60매 3개 재구매계속 엑스트라만 쓰다가 향이 좀 덜 나는거같아서 잠깐 스윗러브인가? 핑크색쓰고 다시 넘어오니 엑스트라만한 향이 없네요 현재 부스터 캡슐세제 유연제 건조기시트 전부 아로퓸껄로 쓰고있는데 하나라도 떨어지면 불안해요 세제야 필수지만 사실 나머지는 선택인데 이렇게 써야 향덕후인 저를 만족시킬 수 있어요! 다만 한가지 아쉬운건 건조기시트가 밀봉해서 쓰는게 아니고 박스안에 그냥 담겨져 있어서 혹시 향이 날아갈까 지퍼백에 넣어서 보관하는데 그게좀 아쉬워요 어쨌든 아로퓸 처음 접했을땐 빨래횟수대비 가격이 조금 부담이 됐었는데 할인도 자주해서 그때마다 쟁여두니 마음이 편안합니다 더보기 이미지 펼쳐보기 0,건조기,5.0,좋음
